theta1,omega1,theta2,omega2,next_theta1,next_omega1,next_theta2,next_omega2,rollout
1.8784999794947854,0.025257917590700396,-11.180351844204537,-5.071963784069724,1.8764811013490295,-0.21713804770586842,-11.285986566450598,-5.062785815635573,5
1.8764811013490295,-0.21713804770586842,-11.285986566450598,-5.062785815635573,1.8693359793307371,-0.46741042299459723,-11.39149759989955,-5.05316499508745,5
1.8693359793307371,-0.46741042299459723,-11.39149759989955,-5.05316499508745,1.8569146555632412,-0.7249270649231447,-11.496813060642724,-5.041540453996822,5
1.8569146555632412,-0.7249270649231447,-11.496813060642724,-5.041540453996822,1.8390787931395929,-0.9889783687142522,-11.601810578953884,-5.025484561377253,5
1.8390787931395929,-0.9889783687142522,-11.601810578953884,-5.025484561377253,1.8157016761225637,-1.258777268165742,-11.706317299289223,-5.001702923684407,5
1.8157016761225637,-1.258777268165742,-11.706317299289223,-5.001702923684407,1.7866682095446444,-1.5334592356505168,-11.810109880287369,-4.966034384816046,5
1.7866682095446444,-1.5334592356505168,-11.810109880287369,-4.966034384816046,1.7518749194080456,-1.8120822821165599,-11.912914494769383,-4.913451026112031,5
1.7518749194080456,-1.8120822821165599,-11.912914494769383,-4.913451026112031,1.7112299526846975,-2.0936269570869364,-12.014406829738757,-4.838058166354321,5
1.7112299526846975,-2.0936269570869364,-12.014406829738757,-4.838058166354321,1.6646592833287992,-2.377019291467706,-12.114197522765718,-4.733989333708714,5
1.6646592833287992,-2.377019291467706,-12.114197522765718,-4.733989333708714,1.6121637336468868,-2.6604316074415504,-12.211612700847423,-4.597264952303676,5
1.6121637336468868,-2.6604316074415504,-12.211612700847423,-4.597264952303676,1.553801012679533,-2.9412593906688023,-12.305754815421288,-4.421769060358069,5
1.553801012679533,-2.9412593906688023,-12.305754815421288,-4.421769060358069,1.4896573004952365,-3.2172133644228795,-12.395692356973269,-4.202293756960504,5
1.4896573004952365,-3.2172133644228795,-12.395692356973269,-4.202293756960504,1.4198471450865784,-3.4863685953401515,-12.480465034685182,-3.9348371884262043,5
1.4198471450865784,-3.4863685953401515,-12.480465034685182,-3.9348371884262043,1.344513462370222,-3.7471644934199393,-12.559083776434699,-3.6166035482969923,5
1.344513462370222,-3.7471644934199393,-12.559083776434699,-3.6166035482969923,1.263827536186913,-3.9984048120245177,-12.630530728795355,-3.2460030773412996,5
1.263827536186913,-3.9984048120245177,-12.630530728795355,-3.2460030773412996,1.17798901830148,-4.239257647879111,-12.693759257036543,-2.822652063554164,5
1.17798901830148,-4.239257647879111,-12.693759257036543,-2.822652063554164,1.0872259284028338,-4.469255441071896,-12.747693945123512,-2.347372842157227,5
1.0872259284028338,-4.469255441071896,-12.747693945123512,-2.347372842157227,0.991794654103967,-4.688294975054005,-12.791230595717371,-1.8221937955987357,5
